breakdown,breakdown_value,measure,sig,impact,insight,insight_type,score,iid,sid,name,year,team_name,age,lg_name,pos_name,id,x,y
lg_name,NBA,AST,0.948456785,0.037572117,Attribution,Point,0.035635529,522,25263,*,*,Sacramento Kings,*,*,*,578,-19.258738,3.1482034
age,25,PTS,0.929707766,0.040862061,Top1,Point,0.037989775,61,25266,*,*,Golden State Warriors,*,*,*,579,-20.004358,-17.610268
name,Rick Barry,PTS,0.997264455,0.040862061,Top1,Point,0.040750281,64,25266,*,*,Golden State Warriors,*,*,*,580,-20.07127,-17.556889
year,1995,PTS,1.0,0.040862061,Change Point,Shape,0.040862061,120,25266,*,*,Golden State Warriors,*,*,*,581,-69.50853,-0.28428704
year,1967,PTS,0.91571754,0.040862061,Outlier,Shape,0.037418106,173,25266,*,*,Golden State Warriors,*,*,*,582,-69.4953,-0.28549674
lg_name,NBA,PTS,0.94421769,0.040862061,Attribution,Point,0.038582681,224,25266,*,*,Golden State Warriors,*,*,*,583,-20.023825,-17.594267
year,1996,AST,1.0,0.040862061,Change Point,Shape,0.040862061,420,25266,*,*,Golden State Warriors,*,*,*,584,12.176803,-61.354645
year,1994,AST,0.922438736,0.040862061,Outlier,Shape,0.037692748,461,25266,*,*,Golden State Warriors,*,*,*,585,12.1763525,-61.358807
lg_name,NBA,AST,0.947219415,0.040862061,Attribution,Point,0.038705337,523,25266,*,*,Golden State Warriors,*,*,*,586,-20.739037,2.3998377
name,Hal Greer,PTS,0.999999915,0.038144281,Top1,Point,0.038144277,63,182486,*,*,Philadelphia 76ers,*,NBA,*,587,-33.540977,-6.0978622
year,1971,PTS,1.0,0.038144281,Change Point,Shape,0.038144281,104,182486,*,*,Philadelphia 76ers,*,NBA,*,588,34.577953,-52.014297
year,1967,PTS,0.954392353,0.038144281,Outlier,Shape,0.03640461,158,182486,*,*,Philadelphia 76ers,*,NBA,*,589,34.57968,-52.014202
year,1976,AST,1.0,0.038144281,Change Point,Shape,0.038144281,404,182486,*,*,Philadelphia 76ers,*,NBA,*,590,-30.375439,-42.5211
year,1981,AST,0.985469858,0.038144281,Outlier,Shape,0.037590039,460,182486,*,*,Philadelphia 76ers,*,NBA,*,591,-30.37314,-42.523098
name,Dominique Wilkins,PTS,1.0,0.039288609,Top1,Point,0.039288609,70,182480,*,*,Atlanta Hawks,*,NBA,*,592,-33.211872,-7.2821393
year,1956,PTS,1.0,0.039288609,Change Point,Shape,0.039288609,107,182480,*,*,Atlanta Hawks,*,NBA,*,593,35.78363,-52.810284
year,1957,AST,1.0,0.039288609,Change Point,Shape,0.039288609,407,182480,*,*,Atlanta Hawks,*,NBA,*,594,-29.4908,-43.785294
year,1961,AST,0.936994548,0.039288609,Outlier,Shape,0.036813213,450,182480,*,*,Atlanta Hawks,*,NBA,*,595,-29.4914,-43.785805
name,Patrick Ewing,PTS,1.0,0.039240929,Top1,Point,0.039240929,71,182490,*,*,New York Knicks,*,NBA,*,596,-32.74227,-7.288936
year,1955,PTS,1.0,0.039240929,Change Point,Shape,0.039240929,144,182490,*,*,New York Knicks,*,NBA,*,597,35.924477,-51.762234
year,1970,PTS,0.930048173,0.039240929,Outlier,Shape,0.036495954,170,182490,*,*,New York Knicks,*,NBA,*,598,35.92361,-51.762
year,1997,AST,1.0,0.039240929,Change Point,Shape,0.039240929,444,182490,*,*,New York Knicks,*,NBA,*,599,-28.888248,-42.42039
year,1978,AST,0.97398877,0.039240929,Outlier,Shape,0.038220224,471,182490,*,*,New York Knicks,*,NBA,*,600,-28.888575,-42.420635
name,Patrick Ewing,PTS,1.0,0.041005102,Top1,Point,0.041005102,72,25270,*,*,New York Knicks,*,*,*,601,-18.226519,-17.564148
year,1952,PTS,1.0,0.041005102,Change Point,Shape,0.041005102,122,25270,*,*,New York Knicks,*,*,*,602,-71.00362,0.36988547
year,1970,PTS,0.920163504,0.041005102,Outlier,Shape,0.037731398,157,25270,*,*,New York Knicks,*,*,*,603,-71.01718,0.36832178
lg_name,NBA,PTS,0.944677471,0.041005102,Attribution,Point,0.038736596,234,25270,*,*,New York Knicks,*,*,*,604,-18.19191,-17.586111
year,1952,AST,1.0,0.041005102,Change Point,Shape,0.041005102,422,25270,*,*,New York Knicks,*,*,*,605,12.116999,-62.8658
year,1978,AST,0.962484013,0.041005102,Outlier,Shape,0.039466755,457,25270,*,*,New York Knicks,*,*,*,606,12.117046,-62.86544
lg_name,NBA,AST,0.947204879,0.041005102,Attribution,Point,0.038840232,534,25270,*,*,New York Knicks,*,*,*,607,-20.5397,2.9402142
name,Hal Greer,PTS,0.999999915,0.038144281,Top1,Point,0.038144277,73,25267,*,*,Philadelphia 76ers,*,*,*,608,-19.128767,-19.006275
year,1971,PTS,1.0,0.038144281,Change Point,Shape,0.038144281,101,25267,*,*,Philadelphia 76ers,*,*,*,609,-69.651955,2.4487293
year,1967,PTS,0.954392353,0.038144281,Outlier,Shape,0.03640461,161,25267,*,*,Philadelphia 76ers,*,*,*,610,-69.6498,2.4487033
lg_name,NBA,PTS,0.952209648,0.038144281,Attribution,Point,0.036321352,217,25267,*,*,Philadelphia 76ers,*,*,*,611,-19.100136,-19.026012
year,1976,AST,1.0,0.038144281,Change Point,Shape,0.038144281,401,25267,*,*,Philadelphia 76ers,*,*,*,612,13.490462,-62.15472
year,1981,AST,0.985469858,0.038144281,Outlier,Shape,0.037590039,455,25267,*,*,Philadelphia 76ers,*,*,*,613,13.489576,-62.152943
lg_name,NBA,AST,0.952209648,0.038144281,Attribution,Point,0.036321352,511,25267,*,*,Philadelphia 76ers,*,*,*,614,-19.692347,2.1726286
name,Kobe Bryant,PTS,1.0,0.039097888,Top1,Point,0.039097888,74,25260,*,*,Los Angeles Lakers,*,*,*,615,-17.284332,-16.104017
year,1955,PTS,1.0,0.039097888,Change Point,Shape,0.039097888,108,25260,*,*,Los Angeles Lakers,*,*,*,616,-69.67906,1.036408
year,1972,PTS,0.920686803,0.039097888,Outlier,Shape,0.035996909,154,25260,*,*,Los Angeles Lakers,*,*,*,617,-69.68565,1.0366894
lg_name,NBA,PTS,0.949080472,0.039097888,Attribution,Point,0.037107042,221,25260,*,*,Los Angeles Lakers,*,*,*,618,-17.254107,-16.122023
year,1961,AST,1.0,0.039097888,Change Point,Shape,0.039097888,408,25260,*,*,Los Angeles Lakers,*,*,*,619,14.897537,-61.495453
year,1985,AST,0.976148515,0.039097888,Outlier,Shape,0.038165345,470,25260,*,*,Los Angeles Lakers,*,*,*,620,14.897655,-61.491985
lg_name,NBA,AST,0.949108562,0.039097888,Attribution,Point,0.03710814,520,25260,*,*,Los Angeles Lakers,*,*,*,621,-20.151188,2.6055403
name,John Havlicek,PTS,0.999999998,0.040528298,Top1,Point,0.040528298,97,25255,*,*,Boston Celtics,*,*,*,622,-16.51189,-17.514093
year,1952,PTS,1.0,0.040528298,Change Point,Shape,0.040528298,116,25255,*,*,Boston Celtics,*,*,*,623,-70.7111,1.395901
lg_name,NBA,PTS,0.946167179,0.040528298,Attribution,Point,0.038346546,218,25255,*,*,Boston Celtics,*,*,*,624,-16.457241,-17.553097
year,1952,AST,1.0,0.040528298,Change Point,Shape,0.040528298,416,25255,*,*,Boston Celtics,*,*,*,625,13.343139,-63.81765
year,1990,AST,0.93976344,0.040528298,Outlier,Shape,0.0380870129999999,453,25255,*,*,Boston Celtics,*,*,*,626,13.34196,-63.81881
lg_name,NBA,AST,0.947606642,0.040528298,Attribution,Point,0.038404885,508,25255,*,*,Boston Celtics,*,*,*,627,-19.462675,2.6830275
name,Dominique Wilkins,PTS,1.0,0.039288609,Top1,Point,0.039288609,98,25261,*,*,Atlanta Hawks,*,*,*,628,-17.521278,-19.135895
year,1956,PTS,1.0,0.039288609,Change Point,Shape,0.039288609,118,25261,*,*,Atlanta Hawks,*,*,*,629,-70.525635,1.5982265
lg_name,NBA,PTS,0.952209648,0.039288609,Attribution,Point,0.037410993,244,25261,*,*,Atlanta Hawks,*,*,*,630,-17.462181,-19.167845
year,1957,AST,1.0,0.039288609,Change Point,Shape,0.039288609,418,25261,*,*,Atlanta Hawks,*,*,*,631,14.910535,-63.033558
year,1961,AST,0.936994548,0.039288609,Outlier,Shape,0.036813213,451,25261,*,*,Atlanta Hawks,*,*,*,632,14.910793,-63.04054
lg_name,NBA,AST,0.952209648,0.039288609,Attribution,Point,0.037410993,521,25261,*,*,Atlanta Hawks,*,*,*,633,-20.05102,3.2742538
lg_name,NBA,PTS,0.952209648,0.0255566679999999,Attribution,Point,0.024335306,200,25282,*,*,Utah Jazz,*,*,*,634,-11.333537,-22.336605
lg_name,NBA,PTS,0.840785039,0.0290373339999999,Attribution,Point,0.024414156,202,25275,*,*,Brooklyn Nets,*,*,*,635,-10.865564,-21.657774
lg_name,NBA,PTS,0.952209648,0.027845325,Attribution,Point,0.026514587,203,25273,*,*,Phoenix Suns,*,*,*,636,-10.802218,-22.476858
lg_name,NBA,PTS,0.8356255029999999,0.0296094979999999,Attribution,Point,0.024742452,205,25283,*,*,Indiana Pacers,*,*,*,637,-10.865564,-21.657774
lg_name,NBA,PTS,0.850178083,0.0298479,Attribution,Point,0.02537603,206,25281,*,*,San Antonio Spurs,*,*,*,638,-10.538777,-22.081724
lg_name,NBA,PTS,0.952209648,0.0338530489999999,Attribution,Point,0.0322352,212,25276,*,*,Washington Wizards,*,*,*,639,-12.01579,-21.317648
lg_name,NBA,AST,0.952209648,0.0338530489999999,Attribution,Point,0.0322352,512,25276,*,*,Washington Wizards,*,*,*,640,-18.197596,4.544337
lg_name,NBA,PTS,0.952209648,0.0271778,Attribution,Point,0.0258789629999999,214,25288,*,*,Cleveland Cavaliers,*,*,*,641,-11.333537,-22.336605
lg_name,NBA,PTS,0.952209648,0.029800219,Attribution,Point,0.028376056,219,25257,*,*,Oklahoma City Thunder,*,*,*,642,-13.610946,-20.438272
year,-1,AST,0.269086124,0.029800219,Trend,Shape,0.008018826,300,25257,*,*,Oklahoma City Thunder,*,*,*,643,15.108821,-65.444824
lg_name,NBA,AST,0.952209648,0.029800219,Attribution,Point,0.028376056,504,25257,*,*,Oklahoma City Thunder,*,*,*,644,-18.62939,4.006188
lg_name,NBA,PTS,0.952209648,0.029228055,Attribution,Point,0.027831236,220,25259,*,*,Los Angeles Clippers,*,*,*,645,-12.01579,-21.317648
lg_name,NBA,AST,0.952209648,0.029228055,Attribution,Point,0.027831236,501,25259,*,*,Los Angeles Clippers,*,*,*,646,-18.197596,4.544337
year,-1,AST,0.269086124,0.029800219,Trend,Shape,0.008018826,301,182476,*,*,Oklahoma City Thunder,*,NBA,*,647,-30.180859,-45.817837
year,-1,AST,0.534221606,0.0186430169999999,Trend,Shape,0.009959503,303,492969,*,*,*,*,BAA,no pos,648,47.59747,23.221954
year,-1,AST,0.5964987939999999,0.020693272,Trend,Shape,0.012343512,310,156900,*,*,*,*,BAA,*,649,14.510958,-24.113474
